last-two__xwoba,last-two__wellhitpct,last-two__obp,last-two__ops,last-two__slg,last-two__hbp,last-two__hr/fb,last-two__k,last-two__sb,last-two__gp,last-two__ab,last-two__woba,last-two__iso,last-two__babip,last-two__avg,last-two__k%,last-two__bb%,last-two__muwoba,season__xwoba,season__wellhitpct,season__obp,season__ops,season__slg,season__hbp,season__hr/fb,season__k,season__sb,season__gp,season__ab,season__woba,season__iso,season__babip,season__avg,season__k%,season__bb%,season__muwoba,12weeks__xwoba,12weeks__wellhitpct,12weeks__obp,12weeks__ops,12weeks__slg,12weeks__hbp,12weeks__hr/fb,12weeks__k,12weeks__sb,12weeks__gp,12weeks__ab,12weeks__woba,12weeks__iso,12weeks__babip,12weeks__avg,12weeks__k%,12weeks__bb%,12weeks__muwoba,4weeks__xwoba,4weeks__wellhitpct,4weeks__obp,4weeks__ops,4weeks__slg,4weeks__hbp,4weeks__hr/fb,4weeks__k,4weeks__sb,4weeks__gp,4weeks__ab,4weeks__woba,4weeks__iso,4weeks__babip,4weeks__avg,4weeks__k%,4weeks__bb%,4weeks__muwoba,2weeks__xwoba,2weeks__wellhitpct,2weeks__obp,2weeks__ops,2weeks__slg,2weeks__hbp,2weeks__hr/fb,2weeks__k,2weeks__sb,2weeks__gp,2weeks__ab,2weeks__woba,2weeks__iso,2weeks__babip,2weeks__avg,2weeks__k%,2weeks__bb%,2weeks__muwoba,1week__xwoba,1week__wellhitpct,1week__obp,1week__ops,1week__slg,1week__hbp,1week__hr/fb,1week__k,1week__sb,1week__gp,1week__ab,1week__woba,1week__iso,1week__babip,1week__avg,1week__k%,1week__bb%,1week__muwoba,yesterday__muwoba,yesterday__ab,yesterday__avg,yesterday__woba,yesterday__iso,yesterday__obp,yesterday__slg,yesterday__k%,yesterday__bb%,yesterday__ops,yesterday__babip,player__id,player__xml_id,player__first_name,player__last_name,player__team,player__team_id,player__sport_id,player__hand,player__position,player__salaries,player_name,salary,schedule_id,team,home?,position,opp,dvp,dvprank,projected_stats_id,deviation,pmin,ceil,floor,points,pown%,rank,saldiff,rankdiff,average,pt/$/k,contr,id,player_id,status,ceiling,minutes,ip,2,20,43,50,schedule__data,60,o/u,total,line,movement,pitcher__last_name,pitcher__first_name,pitcher__hand,pitcher__id,order,confirmed,ump,rating,k_perc,uibb_perc,score__contact,score__context,score__pitchtypes,score__production,score__platediscipline,score__recentskill,score__stolenbase,score__sbfactor,score__overall,factors__positivect,factors__negativect
0.299,9.459,0.370,0.855,0.485,1,0.077,9,3,94,66,0.365,0.167,0.351,0.318,12.2,6.8,0.297,0.305,12.727,0.418,0.960,0.542,1,0.091,7,3,57,48,0.408,0.188,0.390,0.354,12.7,9.1,0.297,0.305,12.727,0.418,0.960,0.542,1,0.091,7,3,57,48,0.408,0.188,0.390,0.354,12.7,9.1,0.297,0.245,3.448,0.483,0.874,0.391,1,0,3,2,23,23,0.392,0,0.429,0.391,10.3,13.8,0.297,0.177,0,0.455,0.899,0.444,0,0,1,1,11,9,0.382,0,0.444,0.444,9.1,9.1,0.297,0.199,0,0.500,1.000,0.500,0,0,1,1,7,6,0.415,0,0.5,0.500,12.5,12.5,0.297,0.297,0,0,0,0,0,0,0,0,0,0,37543,6f7a2f3c-0341-47be-a60a-f6c15d7a9a0b,Alex,Verdugo,NA,116,2,L,OF,NA,Alex Verdugo,3900.00,56751,LAD,False,OF,ARI,0,0,718778,,,10.2762,0.0059399999999998,5.94,5.00%,,1200,0,,1.52,1.188,718778,37543,,0.73,,,7.7,5.94,5.94,5.86,NA,6.32,8.5,4.48,-132,-0.1,Ray,Robbie,L,17457,7,1,Gary Cederstrom,Neutral,0.23,0.08,54.831326875,54.902,53.102912882018,36.7304,37.685507,47.00398275,57.8012,1.44503,44.76,4,15
0.436,11.170,0.374,0.948,0.574,1,0.241,110,4,191,516,0.402,0.254,0.361,0.320,19.5,8.0,0.334,0.385,12.409,0.365,0.954,0.589,1,0.231,33,0,46,129,0.404,0.264,0.4,0.326,24.1,5.1,0.334,0.385,12.409,0.365,0.954,0.589,1,0.231,33,0,46,129,0.404,0.264,0.4,0.326,24.1,5.1,0.334,0.467,10.811,0.378,0.996,0.618,1,0.4,8,0,13,34,0.420,0.294,0.375,0.324,21.6,5.4,0.334,0.055,0,0.250,0.250,0.000,1,0,0,0,2,3,0.179,0,0,0.000,0.0,0.0,0.334,,,0,0,0,,,,,,0,0,0,0,0,0,0,0.334,0.334,0,0,0,0,0,0,0,0,0,0,17693,11d8880d-4581-4531-b6f9-1170eaaff32d,David,Peralta,NA,109,2,L,OF,NA,David Peralta,5000.00,56751,ARI,True,OF,LAD,0,0,718783,,,13.90376,0.0075399999999997,7.54,8.00%,,1300,-1,,1.51,0.9425,718783,17693,,0.844,,,9.81,7.54,7.54,7.51,NA,8.09,8.5,4.02,114,0.1,Buehler,Walker,R,37584,3,1,Gary Cederstrom,Neutral,0.23,0.08,63.655735,53.102,49.432947550278,41.574325,40.1133995,41.5763385,42.73285,1.06832125,53.12,6,16
0.783,28.571,0.429,1.429,1.000,0,0.5,2,0,4,7,0.596,0.571,0.5,0.429,28.6,0.0,0.453,0.783,28.571,0.429,1.429,1.000,0,0.5,2,0,4,7,0.596,0.571,0.5,0.429,28.6,0.0,0.453,0.783,28.571,0.429,1.429,1.000,0,0.5,2,0,4,7,0.596,0.571,0.5,0.429,28.6,0.0,0.453,0.783,28.571,0.429,1.429,1.000,0,0.5,2,0,4,7,0.596,0.571,0.5,0.429,28.6,0.0,0.453,0.783,28.571,0.429,1.429,1.000,0,0.5,2,0,4,7,0.596,0.571,0.5,0.429,28.6,0.0,0.453,0.783,28.571,0.429,1.429,1.000,0,0.5,2,0,4,7,0.596,0.571,0.5,0.429,28.6,0.0,0.453,0.453,3,0.333,0.293,0,0.333,0.333,33.3,0.0,0.666,0.5,15028,e2bf3af3-3f9c-459d-889e-a31d042a723c,Cesar,Puello,NA,101,2,R,OF,NA,Cesar Puello,4200.00,55826,LAA,False,OF,CHC,0,0,718643,,,10.79694,0.0062699999999998,6.27,0.00%,,900,0,,1.49,0,718643,15028,,0.722,,,8.17,6.27,6.27,6.17,NA,6.68,9,3.86,154,3.86,Lester,Jon,L,10969,5,1,Jerry Meals,Neutral,0.23,0.08,56.118626875,50.968,47.993742419462,48.856995,48.0877505,54.35208575,75.8996,1.89749,51.82,2,10
0.234,7.895,0.263,0.505,0.242,0,0,9,1,12,33,0.235,0.091,0.208,0.152,23.7,13.2,0.286,0.234,7.895,0.263,0.505,0.242,0,0,9,1,12,33,0.235,0.091,0.208,0.152,23.7,13.2,0.286,0.234,7.895,0.263,0.505,0.242,0,0,9,1,12,33,0.235,0.091,0.208,0.152,23.7,13.2,0.286,0.234,7.895,0.263,0.505,0.242,0,0,9,1,12,33,0.235,0.091,0.208,0.152,23.7,13.2,0.286,0.270,11.111,0.296,0.629,0.333,0,0,6,1,9,24,0.280,0.125,0.278,0.208,22.2,11.1,0.286,0.105,0,0.182,0.382,0.200,0,0,3,0,5,10,0.176,0.1,0.143,0.100,27.3,9.1,0.286,0.286,1,0.000,0,0,0.000,0.000,0.0,0.0,0.000,0,42005,3bf2e143-1281-49c9-92b4-0464d2e668d7,Shed,Long,NA,105,2,L,2B,NA,Shed Long,3300.00,56753,SEA,True,2B,HOU,0,0,718699,,,8.86464,0.0048599999999999,4.86,10.00%,,800,5,,1.47,0.486,718699,42005,,0.824,,,6.24,4.86,4.86,4.72,NA,5.22,10,4.72,116,4.72,Martin,Corbin,R,1018408,8,1,Pat Hoberg,Neutral,0.22,0.08,47.93130025,56.122,48.641228631757,50.36139,49.0577945,50.78734055,60.8196,1.52049,43.64,0,12
0.456,14.124,0.282,0.714,0.432,4,0.125,37,5,180,162,0.308,0.204,0.256,0.228,20.9,5.1,0.322,0.486,13.559,0.305,0.842,0.537,1,0.2,13,2,55,54,0.350,0.259,0.3,0.278,22.0,3.4,0.322,0.486,13.559,0.305,0.842,0.537,1,0.2,13,2,55,54,0.350,0.259,0.3,0.278,22.0,3.4,0.322,0.636,18.519,0.333,1.074,0.741,0,0.375,9,2,24,27,0.450,0.407,0.4,0.333,33.3,0.0,0.322,0.639,23.810,0.286,1.048,0.762,0,0.375,7,2,12,21,0.436,0.476,0.273,0.286,33.3,0.0,0.322,0.597,0,0.200,0.400,0.200,0,0,5,0,6,10,0.176,0,0.4,0.200,50.0,0.0,0.322,0.322,3,0.333,0.293,0,0.333,0.333,66.7,0.0,0.666,1,18004,f2a70df3-0bff-48e3-92ae-970c2a103fcf,J.T.,Realmuto,NA,119,2,R,C,NA,J.T. Realmuto,4400.00,56752,PHI,False,C,SDP,0,0,718669,,,11.56986,1.82818,6.46,26.00%,,1200,-4,,1.47,0.24846153846154,718669,18004,,0.791,,,8.43,6.46,6.46,6.33,NA,6.87,7.5,3.95,-130,0,Lauer,Eric,L,259699,5,1,Ramon De Jesus,Neutral,0.22,0.09,70.254130625,49.454,57.130276372289,52.698825,55.844793,51.010599,40.9809,1.0245225,58.99,6,14
0.392,8.280,0.261,0.628,0.367,0,0.108,50,11,173,150,0.271,0.133,0.320,0.233,31.8,3.8,0.304,0.464,14.815,0.296,0.815,0.519,0,0.167,7,2,27,27,0.345,0.222,0.368,0.296,25.9,0.0,0.304,0.464,14.815,0.296,0.815,0.519,0,0.167,7,2,27,27,0.345,0.222,0.368,0.296,25.9,0.0,0.304,0.512,10.526,0.316,0.737,0.421,0,0,6,1,13,19,0.317,0.105,0.462,0.316,31.6,0.0,0.304,0.485,11.111,0.278,0.667,0.389,0,0,6,0,12,18,0.285,0.111,0.417,0.278,33.3,0.0,0.304,0.663,10,0.300,0.700,0.400,0,0,4,0,6,10,0.301,0.1,0.5,0.300,40.0,0.0,0.304,0.304,3,0.000,0,0,0.000,0.000,66.7,0.0,0.000,0,183328,c7db3443-0f4f-4912-a6a4-45344a13f787,Scott,Kingery,NA,119,2,R,3B,NA,Scott Kingery,4300.00,56752,PHI,False,3B/OF,SDP,0,0,718677,,,10.89004,0.0062300000000004,6.23,6.00%,,1400,-13,,1.45,1.0383333333333,718677,183328,,0.748,,,7.99,6.23,6.23,6.1,NA,6.57,7.5,3.95,-130,0,Lauer,Eric,L,259699,6,1,Ramon De Jesus,Neutral,0.22,0.09,64.36893775,49.454,50.221380666224,43.2836,45.6965125,47.8926892,42.4931,1.0623275,51.58,4,17
0.378,11.409,0.318,0.763,0.445,8,0.118,102,8,202,555,0.329,0.169,0.304,0.276,17.1,4.7,0.292,0.388,14.194,0.331,0.831,0.500,4,0.167,25,1,57,140,0.358,0.229,0.278,0.271,16.1,5.8,0.292,0.388,14.194,0.331,0.831,0.500,4,0.167,25,1,57,140,0.358,0.229,0.278,0.271,16.1,5.8,0.292,0.444,22.388,0.299,0.855,0.556,0,0.208,12,1,25,63,0.357,0.286,0.255,0.270,17.9,4.5,0.292,0.484,20,0.233,0.819,0.586,0,0.231,8,0,12,29,0.334,0.345,0.211,0.241,26.7,0.0,0.292,0.462,14.286,0.238,0.809,0.571,0,0.25,7,0,7,21,0.338,0.333,0.25,0.238,33.3,0.0,0.292,0.292,1,0.000,0,0,0.000,0.000,0.0,0.0,0.000,0,10551,41b87c77-fe20-4217-aed1-8c2cda8794c1,Adam,Jones,NA,109,2,R,OF,NA,Adam Jones,4600.00,56751,ARI,True,OF,LAD,0,0,718654,,,10.8568,0.0066199999999998,6.62,7.00%,,1000,1,,1.44,0.94571428571429,718654,10551,,0.64,,,8.74,6.62,6.62,6.52,NA,7.04,8.5,4.02,114,0.1,Buehler,Walker,R,37584,4,1,Gary Cederstrom,Neutral,0.23,0.08,58.28867875,53.79,45.824517565255,29.947075,23.935065,44.7329675,31.32425,0.78310625,45.58,1,24
0.367,8.824,0.262,0.676,0.414,4,0.220,70,11,156,186,0.292,0.215,0.262,0.199,34.3,5.9,0.305,0.381,10.843,0.265,0.707,0.442,2,0.267,28,4,48,77,0.302,0.234,0.267,0.208,33.7,4.8,0.305,0.381,10.843,0.265,0.707,0.442,2,0.267,28,4,48,77,0.302,0.234,0.267,0.208,33.7,4.8,0.305,0.443,12.5,0.271,0.726,0.455,1,0.2,18,3,24,44,0.309,0.25,0.292,0.205,37.5,6.2,0.305,0.276,11.538,0.231,0.405,0.174,0,0,10,1,12,23,0.195,0.043,0.231,0.130,38.5,11.5,0.305,0.482,20,0.200,0.422,0.222,0,0,4,1,6,9,0.194,0.111,0.2,0.111,40.0,10.0,0.305,0.305,0,0,0,0,0,0,0,0,0,0,15122,9d9dd82b-d37e-4484-9ed0-cfa17c1b9104,Jake,Marisnick,NA,115,2,R,OF,NA,Jake Marisnick,4100.00,56753,HOU,False,OF,SEA,0,0,718685,,,10.34561,0.0057700000000001,5.77,10.00%,,1700,-8,,1.41,0.577,718685,15122,,0.793,,,7.52,5.77,5.77,5.71,NA,6.2,10,5.28,-132,5.28,Gearrin,Cory,R,11145,7,1,Pat Hoberg,Neutral,0.22,0.08,48.98674025,58.242,40.181462371722,37.2067,22.912495,34.1849211,77.6187,1.9404675,39.12,2,20
0.328,8.475,0.347,0.669,0.322,0,0.026,38,22,218,205,0.307,0.063,0.310,0.259,16.1,12.3,0.322,0.268,13.333,0.267,0.582,0.315,0,0,6,3,58,54,0.253,0.093,0.24,0.222,10.0,6.7,0.322,0.268,13.333,0.267,0.582,0.315,0,0,6,3,58,54,0.253,0.093,0.24,0.222,10.0,6.7,0.322,0.230,14.815,0.185,0.425,0.240,0,0,2,0,26,25,0.183,0.08,0.167,0.160,7.4,3.7,0.322,0.234,10.526,0.211,0.527,0.316,0,0,2,0,13,19,0.224,0.105,0.235,0.211,10.5,0.0,0.322,0.312,10,0.300,0.800,0.500,0,0,0,0,6,10,0.338,0.2,0.3,0.300,0.0,0.0,0.322,0.322,3,0.333,0.417,0.333,0.333,0.667,0.0,0.0,1.000,0.333,15036,342c2ff3-d328-4032-848e-92e7070b09ce,Cesar,Hernandez,NA,119,2,S,2B,NA,Cesar Hernandez,4200.00,56752,PHI,False,2B,SDP,0,0,718670,,,9.74316,0.0058800000000003,5.88,12.00%,,1300,1,,1.4,0.49,718670,15036,,0.657,,,7.49,5.88,5.88,5.71,NA,6.24,7.5,3.95,-130,0,Lauer,Eric,L,259699,7,1,Ramon De Jesus,Neutral,0.22,0.09,62.0917925,49.454,54.416616522798,52.2145,61.75365,51.44929425,44.6287,1.1157175,53.3,2,11
0.371,7.692,0.380,0.766,0.386,4,0.094,42,6,210,171,0.350,0.170,0.246,0.216,19.0,19.5,0.343,0.452,4.478,0.433,1.002,0.569,1,0.188,14,1,58,51,0.434,0.294,0.314,0.275,20.9,20.9,0.343,0.452,4.478,0.433,1.002,0.569,1,0.188,14,1,58,51,0.434,0.294,0.314,0.275,20.9,20.9,0.343,0.423,3.448,0.414,0.959,0.545,0,0.111,4,1,26,22,0.401,0.273,0.278,0.273,13.8,20.7,0.343,0.459,4.762,0.524,1.310,0.786,0,0.167,2,1,13,14,0.512,0.429,0.333,0.357,9.5,28.6,0.343,0.330,10,0.400,1.067,0.667,0,0,1,0,6,9,0.44,0.333,0.375,0.333,10.0,10.0,0.343,0.343,2,0.000,0.229,0,0.333,0.000,0.0,33.3,0.333,0,37480,171b88ff-8043-4895-9e37-cc550071816e,Rhys,Hoskins,NA,119,2,R,1B,NA,Rhys Hoskins,5500.00,56752,PHI,False,1B,SDP,0,0,718668,,,13.71609,1.98918,7.71,11.00%,,1200,0,,1.4,0.70090909090909,718668,37480,,0.779,,,10.26,7.71,7.71,7.78,NA,8.41,7.5,3.95,-130,0,Lauer,Eric,L,259699,4,1,Ramon De Jesus,Neutral,0.22,0.09,70.82560125,49.454,58.066472222222,59.6168,62.155735,54.299087,30.4527,0.7613175,63.93,11,11
0.443,10.513,0.296,0.841,0.545,2,0.307,119,5,170,378,0.355,0.299,0.268,0.246,29.1,6.4,0.311,0.422,11.511,0.302,0.914,0.612,0,0.371,45,3,53,129,0.384,0.364,0.268,0.248,32.4,7.2,0.311,0.422,11.511,0.302,0.914,0.612,0,0.371,45,3,53,129,0.384,0.364,0.268,0.248,32.4,7.2,0.311,0.468,10.606,0.318,1.028,0.710,0,0.471,24,2,22,62,0.430,0.435,0.3,0.274,36.4,6.1,0.311,0.478,9.091,0.364,1.054,0.690,0,0.667,12,1,11,29,0.445,0.414,0.308,0.276,36.4,12.1,0.311,0.659,7.692,0.385,0.885,0.500,0,0.5,6,0,5,10,0.384,0.3,0.333,0.200,46.2,23.1,0.311,0.311,2,0.500,0.911,1.5,0.667,2.000,0.0,33.3,2.667,0,17857,89bab4bd-0fb6-41a6-88d6-0fd6307ae072,Hunter,Renfroe,NA,121,2,R,OF,NA,Hunter Renfroe,4700.00,56752,SDP,True,OF,PHI,0,0,719071,,,11.65124,0.0065200000000001,6.52,5.00%,,1400,-6,,1.39,1.304,719071,17857,,0.787,,,8.53,6.52,6.52,6.5,NA,7.01,7.5,3.55,114,0,Nola,Aaron,R,21538,5,1,Ramon De Jesus,Neutral,0.22,0.09,50.546746875,47.854,45.002000422297,30.807,21.234685,46.20860625,57.3398,1.433495,40.49,0,23
0.448,6.849,0.370,0.808,0.438,2,0.125,61,16,218,251,0.357,0.171,0.328,0.267,20.9,13.4,0.347,0.432,3.226,0.419,0.831,0.412,0,0,11,2,58,51,0.370,0.118,0.375,0.294,17.7,17.7,0.347,0.432,3.226,0.419,0.831,0.412,0,0,11,2,58,51,0.370,0.118,0.375,0.294,17.7,17.7,0.347,0.426,3.704,0.444,0.853,0.409,0,0,5,1,25,22,0.383,0.091,0.412,0.318,18.5,18.5,0.347,0.459,0,0.400,0.812,0.412,0,0,4,1,13,17,0.360,0.118,0.385,0.294,20.0,15.0,0.347,0.300,0,0.333,0.476,0.143,0,0,1,0,6,7,0.250,0,0.167,0.143,11.1,22.2,0.347,0.347,3,0.333,0.293,0,0.333,0.333,33.3,0.0,0.666,0.5,10517,53a80099-966e-451c-a1e2-dccbb16f8dd8,Andrew,McCutchen,NA,119,2,R,OF,NA,Andrew McCutchen,5400.00,56752,PHI,False,OF,SDP,0,0,718666,,,11.904,1.6368,7.44,30.00%,,1800,-4,,1.38,0.248,718666,10517,,0.6,,,9.81,7.44,7.44,7.49,NA,8.07,7.5,3.95,-130,0,Lauer,Eric,L,259699,1,1,Ramon De Jesus,Neutral,0.22,0.09,70.122291875,49.454,57.28720101815,59.980025,61.7206775,54.76592225,41.2197,1.0304925,63.83,11,10
0.323,2.667,0.333,0.623,0.290,1,0.083,10,0,176,62,0.294,0.065,0.255,0.226,13.3,12.0,0.330,0.345,3.922,0.360,0.724,0.364,1,0.1,5,0,53,44,0.325,0.091,0.289,0.273,9.8,9.8,0.330,0.345,3.922,0.360,0.724,0.364,1,0.1,5,0,53,44,0.325,0.091,0.289,0.273,9.8,9.8,0.330,0.342,6.25,0.355,0.839,0.484,0,0.143,4,0,22,31,0.362,0.129,0.385,0.355,12.5,0.0,0.330,0.375,4.762,0.381,0.810,0.429,0,0,2,0,12,21,0.353,0.048,0.421,0.381,9.5,0.0,0.330,0.389,7.692,0.385,0.847,0.462,0,0,1,0,7,13,0.367,0.077,0.417,0.385,7.7,0.0,0.330,0.330,4,0.500,0.532,0.25,0.500,0.750,0.0,0.0,1.250,0.5,18016,1aa81f68-bb3d-4422-a3df-2ae436c946c6,Tommy,La Stella,NA,101,2,L,2B,NA,Tommy La Stella,4400.00,55826,LAA,False,2B/3B,CHC,0,0,718649,,,9.20808,2.04624,6.09,0.00%,,1200,-1,,1.38,0,718649,18016,,0.512,,,7.92,6.09,6.09,6.07,NA,6.73,9,3.86,154,3.86,Lester,Jon,L,10969,4,1,Jerry Meals,Neutral,0.23,0.08,47.531210625,49.616,49.722851793424,49.63,55.3319995,56.71071175,46.96,1.174,51.47,2,14
0.382,11.557,0.362,0.827,0.465,1,0.165,85,0,146,381,0.360,0.173,0.339,0.291,20.0,9.7,0.348,0.351,12.025,0.342,0.793,0.451,0,0.163,34,0,49,144,0.347,0.174,0.320,0.278,21.5,8.9,0.348,0.351,12.025,0.342,0.793,0.451,0,0.163,34,0,49,144,0.347,0.174,0.320,0.278,21.5,8.9,0.348,0.357,11.475,0.311,0.750,0.439,0,0.2,13,0,19,57,0.325,0.175,0.293,0.263,21.3,6.6,0.348,0.351,10.714,0.321,0.681,0.360,0,0.143,6,0,10,25,0.304,0.12,0.278,0.240,21.4,10.7,0.348,0.161,7.143,0.286,0.377,0.091,0,0,5,0,6,11,0.21,0,0.167,0.091,35.7,21.4,0.348,0.348,1,0.000,0,0,0.000,0.000,100.0,0.0,0.000,,35258,36b546a8-a5d9-4469-921f-fe1e4de62608,Omar,Narvaez,NA,105,2,L,C,NA,Omar Narvaez,4000.00,56753,SEA,True,C,HOU,0,0,718696,,,9.98034,0.0054299999999996,5.43,7.00%,,1100,-6,,1.36,0.77571428571429,718696,35258,,0.838,,,7.08,5.43,5.43,5.44,NA,5.87,10,4.72,116,4.72,Martin,Corbin,R,1018408,6,1,Pat Hoberg,Neutral,0.22,0.08,46.0490385,56.122,49.876224408784,57.11268,55.03686,51.1306867,31.22,0.7805,48.86,0,11
0.338,8.171,0.344,0.753,0.409,3,0.093,70,5,179,491,0.331,0.151,0.275,0.259,12.4,11.2,0.313,0.330,9.827,0.370,0.807,0.437,1,0.152,24,4,53,142,0.353,0.190,0.248,0.246,13.9,16.2,0.313,0.330,9.827,0.370,0.807,0.437,1,0.152,24,4,53,142,0.353,0.190,0.248,0.246,13.9,16.2,0.313,0.334,9.877,0.321,0.683,0.362,0,0.158,15,0,24,69,0.306,0.159,0.216,0.203,18.5,14.8,0.313,0.393,13.158,0.447,1.047,0.600,0,0.333,5,0,11,30,0.445,0.3,0.273,0.300,13.2,21.1,0.313,0.483,22.222,0.444,1.177,0.733,0,0.333,3,0,5,15,0.488,0.4,0.3,0.333,16.7,16.7,0.313,0.313,3,0.333,0.392,0,0.500,0.333,25.0,25.0,0.833,0.5,10513,8e42fd09-b9d0-4566-b960-e107f580de46,Jason,Heyward,NA,111,2,L,OF,NA,Jason Heyward,4200.00,55826,CHC,True,OF,LAA,0,0,718648,,,9.1982,0.0056500000000002,5.65,0.00%,,1100,-2,,1.35,0,718648,10513,,0.628,,,7.33,5.65,5.65,5.64,NA,6.19,9,5.14,-178,5.14,Bedrosian,Cam,R,17721,7,1,Jerry Meals,Neutral,0.23,0.08,53.180979375,54.216,50.929692685185,47.3993,42.375487,42.6176195,53.7039,1.3425975,45.9,2,13
0.400,12.346,0.380,0.898,0.518,2,0.133,52,15,204,581,0.385,0.196,0.321,0.322,8.0,8.8,0.351,0.373,13.483,0.382,0.938,0.556,1,0.16,11,3,58,162,0.399,0.228,0.312,0.327,6.2,7.9,0.351,0.373,13.483,0.382,0.938,0.556,1,0.16,11,3,58,162,0.399,0.228,0.312,0.327,6.2,7.9,0.351,0.329,14.706,0.368,0.827,0.459,0,0.087,2,0,25,61,0.360,0.164,0.281,0.295,2.9,10.3,0.351,0.321,11.765,0.353,0.708,0.355,0,0,1,0,12,31,0.315,0.065,0.3,0.290,2.9,8.8,0.351,0.294,11.765,0.353,0.686,0.333,0,0,0,0,6,15,0.309,0.067,0.267,0.267,0.0,11.8,0.351,0.351,6,0.167,0.146,0,0.167,0.167,0.0,0.0,0.334,0.167,10564,e7a7c661-1c6f-42a1-b4fb-edc2da7fb750,Michael,Brantley,NA,115,2,L,OF,NA,Michael Brantley,4600.00,56753,HOU,False,OF,SEA,0,0,718692,,,9.64988,1.80781,6.17,0.00%,,600,4,,1.34,0,718692,10564,,0.564,,,7.93,6.17,6.17,5.98,NA,6.55,10,5.28,-132,5.28,Gearrin,Cory,R,11145,,,Pat Hoberg,Neutral,0.22,0.08,,,,,,,,,,,
0.413,10.595,0.403,0.947,0.544,24,0.179,73,8,205,575,0.406,0.245,0.288,0.299,10.6,11.9,0.351,0.446,13.904,0.422,1.072,0.650,8,0.269,25,2,53,157,0.453,0.338,0.297,0.312,13.4,11.8,0.351,0.446,13.904,0.422,1.072,0.650,8,0.269,25,2,53,157,0.453,0.338,0.297,0.312,13.4,11.8,0.351,0.480,8.974,0.474,1.220,0.746,2,0.389,9,1,22,67,0.512,0.358,0.373,0.388,11.5,11.5,0.351,0.493,12.766,0.532,1.357,0.825,2,0.364,4,1,13,40,0.566,0.375,0.438,0.450,8.5,10.6,0.351,0.590,9.524,0.476,1.182,0.706,0,1,3,0,6,17,0.502,0.353,0.333,0.353,14.3,19.0,0.351,0.351,3,0.000,0.275,0,0.250,0.000,0.0,25.0,0.250,0,11311,75cb4b6c-a087-4b77-90e3-7473284fa8ad,Anthony,Rizzo,NA,111,2,L,1B,NA,Anthony Rizzo,5800.00,55826,CHC,True,1B,LAA,0,0,718647,,,14.18936,1.97632,7.72,0.00%,,1300,0,,1.33,0,718647,11311,,0.838,,,10.25,7.72,7.72,7.77,NA,8.41,9,5.14,-178,5.14,Bedrosian,Cam,R,17721,3,1,Jerry Meals,Neutral,0.23,0.08,60.496078125,59.816,55.47431224537,55.0585,39.7902455,47.75706675,51.5231,1.2880775,55.62,8,9
0.336,4,0.296,0.569,0.273,2,0.037,28,1,84,110,0.264,0.064,0.268,0.209,22.4,9.6,0.246,0.313,2.353,0.329,0.568,0.239,2,0,21,1,58,71,0.274,0.028,0.294,0.211,24.7,12.9,0.246,0.313,2.353,0.329,0.568,0.239,2,0,21,1,58,71,0.274,0.028,0.294,0.211,24.7,12.9,0.246,0.297,3.333,0.333,0.564,0.231,2,0,7,1,22,26,0.269,0,0.316,0.231,23.3,6.7,0.246,0.393,7.143,0.357,0.539,0.182,2,0,3,1,12,11,0.277,0,0.25,0.182,21.4,7.1,0.246,0.117,14.286,0.286,0.286,0.000,1,0,2,0,7,5,0.201,0,0,0.000,28.6,14.3,0.246,0.246,0,0,0,0,0,0,0,0,0,0,16176,ca159e78-05a9-410a-be7b-3ebad5496a88,Corey,Seager,NA,116,2,L,SS,NA,Corey Seager,4300.00,56751,LAD,False,SS,ARI,0,0,718661,,,9.78075,0.0056700000000003,5.67,15.00%,,800,-2,,1.32,0.378,718661,16176,,0.725,,,7.39,5.67,5.67,5.62,NA,6.11,8.5,4.48,-132,-0.1,Ray,Robbie,L,17457,5,1,Gary Cederstrom,Neutral,0.23,0.08,60.804605625,54.902,51.943034861407,36.3773,21.78451,46.327641,45.4106,1.135265,46.39,5,21
0.418,10.549,0.308,0.649,0.341,2,0.143,47,8,191,205,0.292,0.137,0.225,0.205,19.8,12.2,0.329,0.420,15.942,0.304,0.754,0.450,1,0.263,14,2,54,60,0.327,0.25,0.171,0.200,20.3,11.6,0.329,0.420,15.942,0.304,0.754,0.450,1,0.263,14,2,54,60,0.327,0.25,0.171,0.200,20.3,11.6,0.329,0.549,18.519,0.370,1.037,0.667,1,0.3,5,1,22,24,0.435,0.375,0.25,0.292,18.5,7.4,0.329,0.835,36.364,0.545,1.945,1.400,0,0.6,1,0,12,10,0.780,0.9,0.333,0.500,9.1,9.1,0.329,0.987,28.571,0.571,2.071,1.500,0,0.667,1,0,7,6,0.808,1,0.333,0.500,14.3,14.3,0.329,0.329,0,0,0,0,0,0,0,0,0,0,13472,46b5ebd8-b678-4748-ae90-a879afc3d270,Kole,Calhoun,NA,101,2,L,OF,NA,Kole Calhoun,4700.00,55826,LAA,False,OF,CHC,0,0,718645,,,10.60122,0.0060200000000004,6.02,0.00%,,1100,-1,,1.28,0,718645,13472,,0.761,,,7.96,6.02,6.02,5.99,NA,6.49,9,3.86,154,3.86,Lester,Jon,L,10969,7,1,Jerry Meals,Neutral,0.23,0.08,59.353675,49.616,47.808231401528,50.453675,45.955484,58.6331025,59.7682,1.494205,49.35,2,13
